Symbol,MCAP,PE,DIV,Name,Sector,Industry
SJM,last-price,current-price,change-percent,13.93,16.16,0.03,"The J. M. Smucker Company","MANUFACTURING","CANNED, FRUITS, VEG, PRESERVES, JAMS & JELLIES"
SJR,last-price,current-price,change-percent,14.74,18.35,0.04,"Shaw Communications Inc","TECHNOLOGY","CABLE & OTHER PAY TELEVISION SERVICES"
SKM,last-price,current-price,change-percent,11.68,10.92,0.04,"SK Telecom Co.Ltd","TECHNOLOGY","RADIOTELEPHONE COMMUNICATIONS"
SLF,last-price,current-price,change-percent,33.02,16.98,0.04,"Sun Life Financial Inc","FINANCE","LIFE INSURANCE"
SNA,last-price,current-price,change-percent,11.82,15.02,0.02,"Snap-on Incorporated","MANUFACTURING","CUTLERY, HANDTOOLS & GENERAL HARDWARE"
SNY,last-price,current-price,change-percent,131.24,18.14,0.06,"Sanofi","LIFE SCIENCES","PHARMACEUTICAL PREPARATIONS"
SO,last-price,current-price,change-percent,66.82,22.51,0.04,"The Southern Company","ENERGY & TRANSPORTATION","ELECTRIC SERVICES"
SONY,last-price,current-price,change-percent,150.19,18.12,0.49,"Sony Group Corporation","MANUFACTURING","HOUSEHOLD AUDIO & VIDEO EQUIPMENT"
SPG,last-price,current-price,change-percent,55.04,42.24,0.03,"Simon Property Group Inc","REAL ESTATE & CONSTRUCTION","REAL ESTATE INVESTMENT TRUSTS"
SRE,last-price,current-price,change-percent,38.83,34.88,0.03,"Sempra","ENERGY & TRANSPORTATION","GAS & OTHER SERVICES COMBINED"
STLA,last-price,current-price,change-percent,64.19,4.36,0.13,"Stellantis N.V","MANUFACTURING","MOTOR VEHICLES & PASSENGER CAR BODIES"
STT,last-price,current-price,change-percent,36.01,14.51,0.02,"State Street Corporation","FINANCE","STATE COMMERCIAL BANKS"
STX,last-price,current-price,change-percent,23.43,15.49,0.03,"Seagate Technology Holdings plc","TECHNOLOGY","COMPUTER STORAGE DEVICES"
SU,last-price,current-price,change-percent,38.26,32.68,0.03,"Suncor Energy Inc","ENERGY & TRANSPORTATION","PETROLEUM REFINING"
SYY,last-price,current-price,change-percent,40.27,47.86,0.02,"Sysco Corporation","TRADE & SERVICES","WHOLESALE-GROCERIES & RELATED PRODUCTS"
TAK,last-price,current-price,change-percent,45.61,18.87,0.04,"Takeda Pharmaceutical Company Limited","LIFE SCIENCES","PHARMACEUTICAL PREPARATIONS"
TBB,last-price,current-price,change-percent,178.17,24.25,0.08,"AT&T Inc. 5.35% GLB NTS 66","TECHNOLOGY","TELEPHONE COMMUNICATIONS (NO RADIOTELEPHONE)"
TBC,last-price,current-price,change-percent,176.45,24.02,0.05,"AT&T Inc. 5.625% Global Notes d","TECHNOLOGY","TELEPHONE COMMUNICATIONS (NO RADIOTELEPHONE)"
TD,last-price,current-price,change-percent,134.73,10.81,0.04,"The Toronto-Dominion Bank","TECHNOLOGY","GENERAL"
TEF,last-price,current-price,change-percent,25.65,2.13,0.12,"Telefonica S.A","TECHNOLOGY","TELEPHONE COMMUNICATIONS (NO RADIOTELEPHONE)"
TFC,last-price,current-price,change-percent,84.69,14.97,0.03,"Truist Financial Corporation","FINANCE","NATIONAL COMMERCIAL BANKS"
TM,last-price,current-price,change-percent,248.42,5.46,0.15,"Toyota Motor Corporation","MANUFACTURING","MOTOR VEHICLES & PASSENGER CAR BODIES"
TRP,last-price,current-price,change-percent,49.56,12.65,0.07,"TC Energy Corporation","ENERGY & TRANSPORTATION","NATURAL GAS TRANSMISSION"
TRV,last-price,current-price,change-percent,38.89,11.07,0.02,"The Travelers Companies Inc","FINANCE","FIRE, MARINE & CASUALTY INSURANCE"
TSN,last-price,current-price,change-percent,30.11,12.12,0.02,"Tyson Foods Inc","MANUFACTURING","POULTRY SLAUGHTERING AND PROCESSING"
TTE,last-price,current-price,change-percent,134.26,12.72,0.06,"TotalEnergies SE","ENERGY & TRANSPORTATION","CRUDE PETROLEUM & NATURAL GAS"
TU,last-price,current-price,change-percent,30.03,26.74,0.05,"TELUS Corporation","TECHNOLOGY","RADIOTELEPHONE COMMUNICATIONS"
TXN,last-price,current-price,change-percent,174.18,24.22,0.02,"Texas Instruments Incorporated","MANUFACTURING","SEMICONDUCTORS & RELATED DEVICES"
UBS,last-price,current-price,change-percent,63.27,8.58,0.02,"UBS Group AG","FINANCE","NATIONAL COMMERCIAL BANKS"
UL,last-price,current-price,change-percent,136.28,17.80,0.03,"Unilever PLC","LIFE SCIENCES","SOAP, DETERGENTS, CLEANG PREPARATIONS, PERFUMES, COSMETICS"
USB,last-price,current-price,change-percent,89.07,17.17,0.03,"U.S. Bancorp","FINANCE","NATIONAL COMMERCIAL BANKS"
VEDL,last-price,current-price,change-percent,15.37,6.12,0.08,"Vedanta Limited","ENERGY & TRANSPORTATION","METAL MINING"
VFC,last-price,current-price,change-percent,29.67,45.02,0.03,"V.F. Corporation","MANUFACTURING","MEN'S & BOYS' FURNISHGS, WORK CLOTHG, & ALLIED GARMENTS"
VIAC,last-price,current-price,change-percent,23.16,6.96,0.03,"ViacomCBS Inc","TECHNOLOGY","TELEVISION BROADCASTING STATIONS"
VIACA,last-price,current-price,change-percent,23.38,7.57,0.03,"ViacomCBS Inc","TECHNOLOGY","TELEVISION BROADCASTING STATIONS"
VICI,last-price,current-price,change-percent,18.27,15.79,0.05,"VICI Properties Inc","REAL ESTATE & CONSTRUCTION","REAL ESTATE INVESTMENT TRUSTS"
VIV,last-price,current-price,change-percent,15.30,17.06,0.36,"Telefonica Brasil S.A.","TECHNOLOGY","TELEPHONE COMMUNICATIONS (NO RADIOTELEPHONE)"
VLO,last-price,current-price,change-percent,31.42,46.10,0.05,"Valero Energy Corporation","ENERGY & TRANSPORTATION","PETROLEUM REFINING"
VZ,last-price,current-price,change-percent,216.28,10.67,0.05,"Verizon Communications Inc","TECHNOLOGY","TELEPHONE COMMUNICATIONS (NO RADIOTELEPHONE)"
WBA,last-price,current-price,change-percent,43.23,17.03,0.04,"Walgreens Boots Alliance Inc","TRADE & SERVICES","RETAIL-DRUG STORES AND PROPRIETARY STORES"
WBK,last-price,current-price,change-percent,60.73,16.29,0.07,"Westpac Banking Corporation","FINANCE","COMMERCIAL BANKS, NEC"
WEC,last-price,current-price,change-percent,28.09,21.46,0.03,"WEC Energy Group Inc","ENERGY & TRANSPORTATION","ELECTRIC & OTHER SERVICES COMBINED"
WELL,last-price,current-price,change-percent,37.07,82.28,0.03,"Welltower Inc","REAL ESTATE & CONSTRUCTION","REAL ESTATE INVESTMENT TRUSTS"
WHR,last-price,current-price,change-percent,13.67,7.18,0.02,"Whirlpool Corporation","MANUFACTURING","HOUSEHOLD APPLIANCES"
WPC,last-price,current-price,change-percent,14.45,31.46,0.05,"W. P. Carey Inc","REAL ESTATE & CONSTRUCTION","REAL ESTATE INVESTMENT TRUSTS"
WSO,last-price,current-price,change-percent,11.45,42.14,0.03,"Watsco Inc","TRADE & SERVICES","WHOLESALE-HARDWARE & PLUMBING & HEATING EQUIPMENT & SUPPLIES"
WTRG,last-price,current-price,change-percent,11.86,28.72,0.02,"Essential Utilities Inc","ENERGY & TRANSPORTATION","WATER SUPPLY"
XEL,last-price,current-price,change-percent,34.21,21.72,0.03,"Xcel Energy Inc","ENERGY & TRANSPORTATION","ELECTRIC & OTHER SERVICES COMBINED"
XOM,last-price,current-price,change-percent,280.94,56.81,0.05,"Exxon Mobil Corporation","ENERGY & TRANSPORTATION","PETROLEUM REFINING"
ZION,last-price,current-price,change-percent,10.31,9.31,0.02,"Zions Bancorporation National Association","FINANCE","NATIONAL COMMERCIAL BANKS"
