A
A
AAL
AAPL
ABBV
ABG
ABMD
ABT
ACM
ACN
ADBE
ADI
ADP
ADSK
AKAM
ALB
ALGN
AMAT
AMD
AMGN
AMT
AMZN
ANET
ANSS
ANTM
APA
APH
APTV
ATVI
AVGO
BA
BAC
BAX
BBWI
BBY
BDX
BERY
BIO
BKNG
BMY
BR
BRKB
BSX
BWA
CAG
CARR
CAT
CDNA
CDNS
CDW
CFB
CHGG
CHTR
CI
CMCSA
CMI
CNC
CNP
COMB
COST
CRM
CSCO
CSGP
CTLT
CTRA
CTSH
CTXS
CVS
CZR
DD
DE
DEO
DFS
DG
DGX
DHI
DHR
DHR
DIS
DISH
DLR
DLTR
DRI
DUK
DVA
DVN
DXC
DXCM
EA
EBAY
EDNMY
EFX
EMR
ENPH
EQIX
ETSY
EW
EXC
EXEL
EXPE
F
FB
FBHS
FCX
FDX
FFIV
FTNT
GBTC
GD
GE
GILD
GIS
GLW
GM
GOOG
GOOGL
GPS
GS
GSK
HAL
HCA
HD
HES
HII
HOLX
HRL
HUM
IBM
IBM
ICE
IDXX
ILMN
INFO
INTC
INTC
INTU
IP
IPG
IPGP
IQV
IRM
ISRG
IT
JBHT
JCI
JNJ
JNPR
JPM
JPM
K
KC
KD
KD
KHC
KLAC
KMX
KO
KR
KSU
LDOS
LEN
LKQ
LLY
LMT
LOGI
LOW
LRCX
MA
MAR
MAS
MCD
MCHP
MDLZ
MGM
MHK
MMC
MMM
MNST
MO
MOS
MPWR
MRK
MRNA
MS
MSFT
MSFT
MU
NDAQ
NEE
NEM
NFLX
NKE
NLOK
NOW
NSRGY
NTAP
NTRS
NVDA
NWS
NWSA
NXPI
O
ORCL
ORI
OXY
PAYC
PDD
PENN
PEP
PFE
PG
PKG
PKI
PLD
PM
PNC
PNC
PSX
PTON
PYPL
PYPL
QCOM
QRVO
ROK
ROL
RTX
SBUX
SIVB
SNPS
SNY
SO
SPGI
SRE
STT
STX
SWKS
SYK
SYY
T
TAP
TDG
TEL
TER
TFC
TGT
TMO
TMUS
TRMB
TSCO
TSLA
TSN
TTWO
TUP
TWTR
TWTR
TXN
UNH
UNP
UPS
USB
V
VRTX
VZ
VZ
WBK
WHR
WIVHY
WMB
WMT
WMT
WSO
WST
WU
WY
XLNX
XOM
YUM
ZBRA
ZG
ZTS
